mid,title,budget,action,adventure,animation,comedy,crime,documentary,drama,family,fantasy,history,horror,music,mystery,romance,scifi,thriller,war,western,original_language,production_companies,release_date,revenue,runtime,popularity,average_rating,num_votes,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,director_1,director_2,director_3
142315,Cartel War,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-27,0,94,0.063151,4.0,1,1116951,1116966,928812,1102497,156026,1001684,92932,1116971,1116973,563807,1116948,1116951,-1
164650,CASS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-08-01,0,,0.062971,10.0,1,81372,83854,970769,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
329373,Jillian's Travels: Africa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,Digital Revolution Studios and Wild Eyes Productions and 3D Safari LC and ,2012-04-10,0,52,0.06229,0.0,0,206505,969794,-1,-1,-1,-1,-1,-1,-1,-1,1436309,-1,-1
209718,B.O.Y.D.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Samaco Productions and Idle Entertainment and ,2012-04-15,0,93,0.061489,7.0,1,1193260,1193262,1193264,1193265,1193267,1193268,1193269,-1,-1,-1,1193259,-1,-1
152959,Cat in the Hat: Ocean Commotion,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,2012-06-05,0,60,0.061411,0.0,0,519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140847,Miss Navajo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,World of Wonder and Independent Television Service and ,2012-11-13,0,53,0.060974,10.0,1,1113592,1113593,1113595,-1,-1,-1,-1,-1,-1,-1,1097660,-1,-1
111240,Richard's Wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-06-01,0,86,0.060943,3.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1001384,-1,-1
260711,Away to Me,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-06-08,0,98,0.060942,7.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1353001,-1,-1
150402,The Magic Hockey Skates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Amberwood Productions and ,2012-12-13,0,21,0.056511,6.0,1,18594,1131069,1274210,-1,-1,-1,-1,-1,-1,-1,1408648,-1,-1
414431,The Cutting Room Floor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,PKP Films and ,2012-12-26,0,,0.056429,8.0,1,1675292,1675299,1675300,1660619,1675301,1675303,1675304,1675297,1660674,1660675,1660619,1675291,-1
443778,Rubber Duckie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,Eleven Zero Three Films and ,2012-01-01,0,17,0.055943,8.0,1,1470808,1778134,-1,-1,-1,-1,-1,-1,-1,-1,1703223,-1,-1
137853,Journey to Planet X,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Brooklyn Underground Films and ,2012-04-20,0,88,0.055513,9.0,1,1375250,1375251,-1,-1,-1,-1,-1,-1,-1,-1,1184376,1084414,-1
275484,Choice Point,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-01,0,77,0.05367,0.0,0,158079,225829,128550,225324,1473526,-1,-1,-1,-1,-1,-1,-1,-1
258394,The Greatest Truth Never Told,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-07,0,281,0.053406,0.0,0,1299413,-1,-1,-1,-1,-1,-1,-1,-1,-1,1299413,-1,-1
386552,Watchers 5: Let Me In,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Spiral of Life and Pinlight and ,2012-07-07,0,91,0.052595,0.0,0,1517607,1517612,1517606,1523660,1588176,1588175,1523664,1523661,1523683,1588178,-1,-1,-1
140839,Immortal Kiss: Queen of the Night,1000000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Rapid Heart Pictures and ,2012-11-01,0,75,0.051963,1.0,1,111841,204088,1053387,1113536,1113537,1113538,1113539,-1,-1,-1,97618,-1,-1
134628,2: Voodoo Academy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Rapid Heart Pictures and ,2012-10-01,0,75,0.05195,0.0,0,97698,1099666,1099667,1099668,939387,1099669,1099670,-1,-1,-1,97618,-1,-1
192389,Dead Dad,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,,2012-10-11,0,82,0.051794,0.0,0,1172678,1172679,1172680,-1,-1,-1,-1,-1,-1,-1,1172682,-1,-1
101270,Monumental: In Search of America's National Treasure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Pyro Pictures and ,2012-03-30,0,90,0.051593,8.0,1,78041,-1,-1,-1,-1,-1,-1,-1,-1,-1,1027026,-1,-1
302506,Theatre of the Deranged,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,,2012-06-20,0,66,0.050953,3.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
191290,Bradley Wiggins: A Year in Yellow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-20,0,55,0.050793,0.0,0,1070176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
149204,The Beach Boys: Doin' It Again,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-08-28,0,55,0.050575,8.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1160542,146560,-1
495940,The Dry Blade,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-07-02,0,90,0.049809,5.0,1,1940312,1940313,1947755,1952379,1947760,1952381,1952382,1346328,1238485,1952383,1036298,-1,-1
499742,Money for Angels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Wild Dogs Productions and ,2012-09-16,0,97,0.049798,6.0,1,1947768,1626920,1455512,1963565,1036298,1948714,1574224,1788233,1963566,1939055,1036298,-1,-1
267561,"Small Market, Big Heart",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-09,0,79,0.049441,0.0,0,1315335,1315361,1315363,1315371,1315398,-1,-1,-1,-1,-1,1315349,-1,-1
160384,New Year's Concert 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Sony Music Entertainmant and ,2012-01-01,0,145,0.048452,9.0,1,592386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112079,Save the Titanic With Bob Ballard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,National Geographic and ,2012-04-08,0,45,0.047566,6.0,1,1541527,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
475747,Tapout XT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Beachbody LLC and ,2012-03-21,0,,0.047505,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335680,Cove,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,en,Flappingbird and ,2012-07-11,0,7,0.046772,7.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1196705,-1,-1
128552,Runaway Slave,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-13,0,108,0.046332,8.0,1,1217738,504777,1087297,561450,1087299,1087300,1087301,1087302,187038,559610,1087293,-1,-1
288226,Something From Nothing: A Conversation with Richard Dawkins and Lawrence Krauss,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,en,,2012-04-12,0,120,0.046152,1.0,1,1040862,74093,-1,-1,-1,-1,-1,-1,-1,-1,1174067,-1,-1
485836,Imagine Dragons: It's Time,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Caviar and ,2012-04-18,0,4,0.046141,4.0,1,1314953,1314955,1314952,1314954,-1,-1,-1,-1,-1,-1,1193446,-1,-1
217899,Postscript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-08-29,0,8,0.045547,4.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1012088,-1,-1
377126,Best of the Slam Dunk Contest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-02-14,0,51,0.044894,8.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127837,Staind: Live From Mohegan Sun,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-08-15,0,116,0.044746,10.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
160798,Beautiful Planet - Spain & Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Mill Creek Entertainment and ,2012-04-02,0,225,0.044585,3.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204628,Chitrangada: The Crowning Wish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,bn,,2012-05-24,0,135,0.044523,7.0,1,52264,-1,-1,-1,-1,-1,-1,-1,-1,-1,52264,-1,-1
339503,Iconoclast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,Hocus Focus Productions and Cthulhu Blues Productions and ,2012-03-22,0,109,0.044475,1.0,1,1121114,1465435,1465436,-1,-1,-1,-1,-1,-1,-1,1121114,-1,-1
435514,Wildes Alaska,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,de,,2012-08-30,0,,0.044281,8.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
399800,ECW: Bloodsport - The Most Violent Matches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-03,0,315,0.044015,0.5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339505,Close Quarters,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,,2012-10-25,0,88,0.044004,4.0,1,1930191,1930193,1754716,1425379,-1,-1,-1,-1,-1,-1,1874148,-1,-1
273142,Dora the Explorer: Dora's Rescue in Mermaid Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-06-01,0,,0.043934,6.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99603,How to Grow a Band,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-04-13,0,,0.043921,6.0,1,1021537,1021538,1021539,1021540,-1,-1,-1,-1,-1,-1,1021536,-1,-1
485838,Slash: You're A Lie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,Caviar and ,2012-05-15,0,3,0.043921,6.0,1,1537526,-1,-1,-1,-1,-1,-1,-1,-1,-1,1193446,-1,-1
436841,Captain Murphy's Duality,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-11-15,0,34,0.043921,9.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1102411,-1,-1
176354,Joan Rivers: Don't Start with Me,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,eOne Entertainment and LOL Comedy TV and ,2012-11-15,0,68,0.043872,7.0,1,14670,-1,-1,-1,-1,-1,-1,-1,-1,-1,590960,-1,-1
244592,Chase the Stars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-06,0,55,0.043538,8.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
253245,Rascal Flatts: All Access and Uncovered: The Making of Changed and Beyond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-21,0,,0.043533,2.5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228724,4 Dead Girls: The Soul Taker,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,,2012-08-18,0,95,0.04353,3.5,1,1275287,1275285,1275288,1275289,1275290,149213,-1,-1,-1,-1,1275285,-1,-1
162124,Eating Alabama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-03-10,0,62,0.042989,6.5,1,1144401,1144402,-1,-1,-1,-1,-1,-1,-1,-1,1144401,-1,-1
359453,Wishes Fulfilled,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-03-05,0,107,0.042412,9.0,1,143640,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
304037,Steve Phoenix: The Untold Story,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,Haley Productions and ,2012-01-01,0,110,0.042354,4.0,1,1386731,1386732,1386733,1386734,1386735,-1,-1,-1,-1,-1,1530509,-1,-1
393340,In Transition 2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Green Lane Films and ,2012-02-12,0,,0.042354,7.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1607189,-1,-1
163316,Wildness,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-02-23,0,74,0.042353,5.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1144951,-1,-1
463875,Requiem for a Tuesday,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,,2012-01-12,1,1,0.042353,10.0,1,1841117,-1,-1,-1,-1,-1,-1,-1,-1,-1,1841117,-1,-1
456355,Nitro Circus Presents: Vegas Baby!,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-05-06,0,43,0.039631,0.0,0,79961,224040,1449837,200021,571929,199046,1811803,224037,1069639,116131,79964,79961,-1
166152,"Suds County, U.S.A.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Ibhayi Media and ,2012-10-11,0,115,0.039172,0.0,0,30022,1177924,1177925,1177926,1177927,1177928,1177929,1177930,1177931,1177932,1177922,-1,-1
299434,Ken Davis: Fully Alive,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,2012-10-23,0,102,0.038685,0.0,0,1378573,-1,-1,-1,-1,-1,-1,-1,-1,-1,844266,909318,-1
182349,Love Sick Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,en,,2012-11-15,0,83,0.037436,4.7,9,33286,109156,66071,84407,588,1511969,1169458,-1,-1,-1,85357,-1,-1
150621,Push Pull Point Pow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-23,0,80,0.036484,0.0,0,591950,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
99331,In Organic We Trust,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-02-12,0,,0.03583,0.0,0,1018909,1163645,99784,-1,-1,-1,-1,-1,-1,-1,1163643,-1,-1
128814,2012 NBA Champions: Miami Heat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,NBA Entertainment and ,2012-07-24,0,78,0.034747,0.0,0,107379,968922,213204,1089099,1089100,1089101,1089104,-1,-1,-1,1089094,-1,-1
239837,Shadow Boxer,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,en,,2012-11-01,0,2,0.034632,0.0,0,1274917,17337,-1,-1,-1,-1,-1,-1,-1,-1,1274914,-1,-1
188365,Pizza! The Movie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,CRM and ,2012-09-18,0,82,0.034122,0.0,0,146747,1169985,1169986,-1,-1,-1,-1,-1,-1,-1,1169984,-1,-1
434522,Theodore of the Absurd,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-05-01,0,29,0.033746,0.0,0,1737281,1737282,1737283,1664817,1737271,1737284,1193103,1737286,1737288,1737289,1737271,-1,-1
152834,Nullification: The Rightful Remedy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-06-15,0,72,0.033557,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151515,Invicta FC 3: Penne vs. Sugiyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-10-06,0,120,0.033537,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
140834,Last Will & Testament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Centropolis Entertainment and ,2012-10-23,0,85,0.032668,0.0,0,1113526,1113527,1113528,1113529,1113530,1113531,937,1113532,1113533,1113534,217835,1088961,-1
165815,Earth from Space,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Darlow Smithson Productions and ,2012-05-06,0,,0.032508,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1072322,-1,-1
355638,Sesame Street: Elmo's Magic Numbers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,2012-07-12,0,108,0.032084,0.0,0,77156,109887,1237534,90776,90777,-1,-1,-1,-1,-1,77156,226699,1397048
219186,Delivering Burt,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-08-19,50,92,0.031924,0.0,0,481858,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
397964,Berliner Philharmonic Orchestra - Waldbühne 2006 - Thousand and One Nights,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-01-01,0,,0.031228,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
268829,Pauly Shore's Pauly-tics,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Atomic Television and Landing Patch Productions and ,2012-09-15,0,,0.030909,0.0,0,64998,44127,-1,-1,-1,-1,-1,-1,-1,-1,64998,-1,-1
417283,Shallow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pt,,2012-12-15,0,,0.030705,0.0,0,221018,159675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126500,The Revolution of Responsibility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Alarm Clock Films and ,2012-10-17,0,,0.030072,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1035909,-1,-1
237275,Rumors of War III: Target U.S.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-04-25,0,74,0.029876,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
373463,Ted Nugent Live! I Still Believe,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-01-01,0,,0.027783,0.0,0,170468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
243965,Mayan Renaissance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-05-16,0,68,0.027383,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,998502,-1,-1
88225,American Scream King,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,,2012-01-03,0,71,0.027157,0.0,0,593182,88506,1098566,1098567,207794,1098568,1098569,226960,1098570,1098571,88506,-1,-1
325680,Persian Pickles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-16,0,3,0.027118,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1173455,-1,-1
373383,Gregg Allman LIVE at Sturgis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-01,0,90,0.027118,0.0,0,1335618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141135,D.L Hughley: The Endangered List,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-10-28,0,42,0.026302,0.0,0,85931,-1,-1,-1,-1,-1,-1,-1,-1,-1,544638,1230218,1230219
177170,Circle of Lies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,en,,2012-11-30,0,81,0.026102,0.0,0,1160352,1160353,1160354,1160355,92714,1821164,1841063,-1,-1,-1,1160350,-1,-1
134688,D.L. Hughley: Reset,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,3 Arts Entertainment and ,2012-07-14,0,58,0.024167,0.0,0,85931,-1,-1,-1,-1,-1,-1,-1,-1,-1,84074,-1,-1
142294,Act Natural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-09-01,0,40,0.023955,0.0,0,1114135,1116726,1116727,1116728,1116729,1116731,1116732,1116733,1116734,1116735,-1,-1,-1
346939,Demon Messenger,15000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,en,IAmHorror.com and ,2012-04-13,0,87,0.023955,0.0,0,1483360,1483361,1483362,1483363,1483364,1483365,1483366,1483367,1483369,1483370,1483358,-1,-1
263140,What Did You Expect: The Archers of Loaf Live at Cat's Cradle,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-11-20,0,89,0.023845,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128373,"Larry Wilmore's Race, Religion & Sex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,ShowTime and ,2012-08-24,0,48,0.023521,0.0,0,154091,60074,71402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
151172,What She Wants for Christmas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-12-01,0,,0.023436,0.0,0,43946,1150958,1150959,562922,66526,-1,-1,-1,-1,-1,150955,-1,-1
224117,Quiet Riot Live at The US Festival,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,en,,2012-03-26,0,45,0.022841,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
284752,Superbook: The Test,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-01,0,,0.022221,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
187583,Congratulations,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,,2012-10-20,0,95,0.021749,0.0,0,15453,114000,87284,559879,98392,63464,42648,1181312,1213580,1169467,1169473,1169474,-1
242783,The Old Breed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-04-24,0,25,0.020752,0.0,0,1825698,1825699,1825700,-1,-1,-1,-1,-1,-1,-1,1825698,1825701,-1
84319,An Oversimplification of Her Beauty,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,en,,2012-01-30,0,95,0.020454,5.2,5,1166066,1166067,1166068,1166069,835926,1147237,1166070,-1,-1,-1,835926,-1,-1
386888,Mind The Video Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Think Thank and ,2012-09-28,0,47,0.019949,0.0,0,1395852,158139,1588896,1588897,1588898,1588899,1114288,1588900,576443,1113851,576443,1588909,-1
155767,Glory 4: Tokyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-12-31,0,,0.019639,0.0,0,89328,227812,1136916,147536,47825,78281,123603,227818,-1,-1,-1,-1,-1
285715,Ballin’ at the Graveyard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-07-12,0,83,0.019463,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1350741,1350742,-1
222265,In Search of the American Dream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-28,0,127,0.01937,0.0,0,1207562,1207563,1207564,1207565,1207566,1207567,529943,-1,-1,-1,1207561,-1,-1
153686,Teacher Of The Year,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,Act Zero Films and ,2012-04-01,0,17,0.019303,0.0,0,32905,1134545,1321653,1321654,1321655,1099010,-1,-1,-1,-1,1134543,-1,-1
138292,Trooper and the Legend of the Golden Key,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,en,,2012-11-01,0,,0.019106,0.0,0,1108534,1108535,1099727,1108536,68778,1099805,1108546,1108547,72542,1108548,1027029,-1,-1
268232,After the Tribulation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-12-21,0,,0.018865,0.0,0,1483118,1483172,-1,-1,-1,-1,-1,-1,-1,-1,144008,-1,-1
416545,Nothing Sacred,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,en,Merlion Entertainment and ,2012-01-01,0,90,0.018736,0.0,0,6573,21177,1318211,5444,35579,145299,1521341,235507,130843,-1,479587,479588,-1
346982,The Four,10000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,en,Snowdog Studio and ,2012-06-16,0,85,0.018508,0.0,0,1283890,1483439,1395419,1483440,1343266,1483442,1483443,1483445,-1,-1,1283890,-1,-1
514154,All Sides of the Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-01-01,0,12,0.017468,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1759625,1759624,-1
186798,Myths & Mysteries of the World,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,Paragon Films Ltd and ,2012-12-30,0,,0.017364,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
279223,Angelina Ballerina - Musical Moves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-06-12,0,61,0.017326,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138306,Where the Yellowstone Goes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-04-01,0,82,0.017267,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77308,-1,-1
140479,History of Jazz: Oxygen for the Ears,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-09-29,0,94,0.017195,0.0,0,964686,1112582,1112583,1112584,-1,-1,-1,-1,-1,-1,1112581,-1,-1
408188,Other,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,en,Vitamin Pictures and ,2012-07-27,0,14,0.016863,0.0,0,1602839,-1,-1,-1,-1,-1,-1,-1,-1,-1,1201684,-1,-1
151047,August and After,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,en,,2012-04-16,0,18,0.016632,0.0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1071582,-1,-1
387030,The Riverbed,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,en,Honors Zombie Films and ,2012-06-24,0,96,0.016517,0.0,0,1195230,1589134,1589135,1195221,1589151,1195227,1195244,1195225,-1,-1,1195226,-1,-1
